Symbol	Name	# SSM Affected Cases Across the GDC	# Mutations
CNBD1	cyclic nucleotide binding domain containing 1	245 / 16,405	4
NCOA1	nuclear receptor coactivator 1	286 / 16,405	4
ELN	elastin	238 / 16,405	4
PCM1	pericentriolar material 1	230 / 16,405	4
MAP3K13	mitogen-activated protein kinase kinase kinase 13	250 / 16,405	4
MECOM	MDS1 and EVI1 complex locus	443 / 16,405	4
PER1	period circadian regulator 1	242 / 16,405	4
EXT1	exostosin glycosyltransferase 1	215 / 16,405	4
BCR	BCR activator of RhoGEF and GTPase	273 / 16,405	4
RBM15	RNA binding motif protein 15	220 / 16,405	4
PMS2	PMS1 homolog 2, mismatch repair system component	222 / 16,405	4
PPARG	peroxisome proliferator activated receptor gamma	161 / 16,405	4
MRTFA	myocardin related transcription factor A	203 / 16,405	4
MLLT10	MLLT10 histone lysine methyltransferase DOT1L cofactor	237 / 16,405	4
FIP1L1	factor interacting with PAPOLA and CPSF1	151 / 16,405	4
NRAS	NRAS proto-oncogene, GTPase	837 / 16,405	3
MDM4	MDM4 regulator of p53	118 / 16,405	4
MLLT6	MLLT6, PHD finger containing	212 / 16,405	4
MUC4	mucin 4, cell surface associated	630 / 16,405	4
CSF3R	colony stimulating factor 3 receptor	242 / 16,405	4
CDH1	cadherin 1	404 / 16,405	4
BCL11A	BAF chromatin remodeling complex subunit BCL11A	383 / 16,405	4
BIRC3	baculoviral IAP repeat containing 3	150 / 16,405	4
STAT3	signal transducer and activator of transcription 3	214 / 16,405	4
TBX3	T-box transcription factor 3	278 / 16,405	4
BCOR	BCL6 corepressor	489 / 16,405	4
NONO	non-POU domain containing octamer binding	148 / 16,405	4
AFF3	AF4/FMR2 family member 3	440 / 16,405	4
MSH2	mutS homolog 2	206 / 16,405	4
BAZ1A	bromodomain adjacent to zinc finger domain 1A	270 / 16,405	4
CSF1R	colony stimulating factor 1 receptor	246 / 16,405	4
LZTR1	leucine zipper like transcription regulator 1	275 / 16,405	4
NCOR1	nuclear receptor corepressor 1	538 / 16,405	5
ERBB2	erb-b2 receptor tyrosine kinase 2	353 / 16,405	3
